Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
224 center st,Orange cove,Fresno-County,Ca,93646,319000.0,49.0,60.0,3.0,2.0,1731.0,Residential,1979.0,Active
4588 e madison ave,Fresno,Fresno-County,Ca,93702,258000.0,65.0,60.0,2.0,1.0,912.0,Residential,1937.0,Active
950 pistachio ave,Clovis,Fresno-County,Ca,93611,439900.0,11.0,30.0,4.0,2.0,1830.0,Residential,1990.0,Active
5037 w pinedale ave,Fresno,Fresno-County,Ca,93722,656400.0,45.0,50.0,4.0,3.0,2470.0,Residential,2001.0,Active
2034 rialto ave,Clovis,Fresno-County,Ca,93611,624000.0,24.0,39.0,4.0,3.75,2508.0,Residential,2015.0,Active
1643 w bullard ave,Fresno,Fresno-County,Ca,93711,425000.0,66.0,63.0,3.0,2.0,2080.0,Residential,1973.0,Active
1789 n carnegie ave,Fresno,Fresno-County,Ca,93722,360000.0,2.0,26.0,4.0,2.0,1810.0,Residential,2003.0,Active
4931 s buttonwillow ave,Reedley,Fresno-County,Ca,93654,575000.0,0.0,27.0,3.0,2.5,1824.0,Residential,1965.0,Active
1325 w harvard ave,Fresno,Fresno-County,Ca,93705,264900.0,63.0,65.0,3.0,1.0,1018.0,Residential,1945.0,Active
7389 e redlands ave,Fresno,Fresno-County,Ca,93737,405000.0,2.0,26.0,3.0,2.0,1699.0,Residential,2008.0,Active
1205 e san ramon ave,Fresno,Fresno-County,Ca,93710,259000.0,61.0,77.0,3.0,2.0,1440.0,Residential,1964.0,Active
1440 e andrews ave,Fresno,Fresno-County,Ca,93704,187500.0,76.0,71.0,1.0,1.0,616.0,Residential,1924.0,Active
1130 kamm ave,Kingsburg,Fresno-County,Ca,93631,429900.0,7.0,28.0,4.0,2.0,1431.0,Residential,1998.0,Pending
288 w canadian ave,Fresno,Fresno-County,Ca,93711,879900.0,12.0,49.0,5.0,3.0,3565.0,Residential,1989.0,Active
670 s almond ave,Reedley,Fresno-County,Ca,93654,469900.0,19.0,42.0,5.0,3.0,2991.0,Residential,2007.0,Active
3971 sussex ave,Clovis,Fresno-County,Ca,93619,635000.0,2.0,28.0,3.0,3.0,2378.0,Residential,2019.0,Active
4410 n laureen ave,Fresno,Fresno-County,Ca,93726,305000.0,53.0,63.0,4.0,2.0,1575.0,Residential,1966.0,Active
1649 howard st,Kingsburg,Fresno-County,Ca,93631,510000.0,2.0,28.0,3.0,2.5,2148.0,Single family residence,2017.0,Active
16374 s fowler ave,Selma,Fresno-County,Ca,93662,525000.0,5.0,26.0,3.0,2.0,2656.0,Residential,1959.0,Active
5455 w los altos ave,Fresno,Fresno-County,Ca,93722,599000.0,39.0,56.0,4.0,3.0,2916.0,Residential,2006.0,Active
1515 n carruth ave,Fresno,Fresno-County,Ca,93728,449900.0,49.0,78.0,3.0,2.5,1764.0,Residential,1958.0,Active
105 s monterey ave,Coalinga,Fresno-County,Ca,93210,275000.0,48.0,45.0,4.0,3.0,1877.0,Residential,1966.0,Active
989 n princeton ave,Coalinga,Fresno-County,Ca,93210,189999.0,20.0,33.0,3.0,2.0,1092.0,Residential,1954.0,Active
14714 s mccall ave,Selma,Fresno-County,Ca,93662,349950.0,0.0,25.0,4.0,2.0,1240.0,Residential,1990.0,Active
40864 auberry rd,Auberry,Fresno-County,Ca,93602,495000.0,3.0,3.0,4.0,3.0,1988.0,Residential,1995.0,Active
21710 s elm ave,Laton,Fresno-County,Ca,93242,349900.0,1.0,25.0,4.0,2.0,2114.0,Residential,1963.0,Active
1724 minnewawa ave #160,Clovis,Fresno-County,Ca,93612,85000.0,82.0,62.0,2.0,2.0,1120.0,Residential,1969.0,Active
2686 w tamarind ave,Fresno,Fresno-County,Ca,93730,525000.0,12.0,35.0,3.0,2.5,1893.0,Residential,2021.0,Active
2184 n cornelia ave,Fresno,Fresno-County,Ca,93722,749000.0,20.0,30.0,3.0,2.0,2037.0,Residential,1978.0,Active
2291 n laverne,Fresno,Fresno-County,Ca,93727,699000.0,14.0,26.0,5.0,4.0,3537.0,Single family residence,2021.0,Active
1071 w barstow ave,Fresno,Fresno-County,Ca,93711,425000.0,49.0,54.0,3.0,2.75,1862.0,Residential,1963.0,Active
3443 e pine ave,Fresno,Fresno-County,Ca,93703,279870.0,68.0,60.0,2.0,2.0,982.0,Residential,1941.0,Active
4757 w fremont ave,Fresno,Fresno-County,Ca,93722,389900.0,50.0,56.0,3.0,2.0,1239.0,Residential,2007.0,Active
5775 greenwood ave,Clovis,Fresno-County,Ca,93619,770000.0,0.0,22.0,3.0,2.75,1486.0,Residential,1962.0,Active
5971 e montecito ave,Fresno,Fresno-County,Ca,93727,399900.0,38.0,44.0,3.0,1.75,2049.0,Residential,1961.0,Active
50566 lavender ln,Squaw valley,Fresno-County,Ca,93675,359000.0,0.0,0.0,3.0,1.75,1904.0,Residential,1989.0,Active
10693 n coronado cir,Fresno,Fresno-County,Ca,93730,545000.0,6.0,50.0,3.0,2.0,2122.0,Residential,1990.0,Backup
3543 n mariposa st,Fresno,Fresno-County,Ca,93726,339900.0,50.0,65.0,3.0,2.0,1697.0,Residential,1954.0,Active
8304 2nd st,San joaquin,Fresno-County,Ca,93660,359950.0,24.0,39.0,4.0,2.5,1854.0,Residential,2006.0,Active
823 e curtis ave,Fowler,Fresno-County,Ca,93625,529701.0,34.0,41.0,5.0,2.0,2321.0,Residential,2022.0,Active
842 e curtis ave,Fowler,Fresno-County,Ca,93625,521680.0,34.0,41.0,3.0,2.0,2148.0,Residential,2022.0,Active
782 e bonita ave,Fowler,Fresno-County,Ca,93625,486784.0,38.0,35.0,4.0,2.0,1860.0,Residential,2022.0,Active
3136 w austin way,Fresno,Fresno-County,Ca,93722,415000.0,49.0,64.0,5.0,4.0,2634.0,Multi family,1980.0,Active
4822 n effie st,Fresno,Fresno-County,Ca,93726,329000.0,68.0,52.0,4.0,2.0,1260.0,Residential,1955.0,Active
6152 w scott ave,Fresno,Fresno-County,Ca,93723,449000.0,1.0,25.0,5.0,2.0,1990.0,Residential,2008.0,Active
4445 w morris ave,Fresno,Fresno-County,Ca,93722,485000.0,50.0,63.0,4.0,3.0,2350.0,Residential,1999.0,Active
2978 e terrace ave,Fresno,Fresno-County,Ca,93703,284500.0,74.0,73.0,2.0,1.0,1037.0,Single family home,1951.0,Pending (do not show)
5792 w olive ave,Fresno,Fresno-County,Ca,93722,675000.0,1.0,25.0,4.0,2.5,2192.0,Residential,1976.0,Active
2059 bauder st,Selma,Fresno-County,Ca,93662,380000.0,63.0,49.0,2.0,1.0,950.0,Residential,1947.0,Active
1820 n sanders ave,Clovis,Fresno-County,Ca,93619,635000.0,11.0,28.0,3.0,2.5,2384.0,Residential,2006.0,Backup
4947 e tulare,Fresno,Fresno-County,Ca,93727,344200.0,43.0,49.0,5.0,2.0,1768.0,Single family residential,1987.0,Active
1500 villa ave #98,Clovis,Fresno-County,Ca,93612,90000.0,54.0,52.0,2.0,2.0,1000.0,Residential,1978.0,Active
12164 e shepherd ave,Clovis,Fresno-County,Ca,93619,525000.0,0.0,24.0,1.0,1.0,479.0,Single family residence,2008.0,Active
5085 n wishon ave #19,Fresno,Fresno-County,Ca,93704,219000.0,62.0,54.0,2.0,1.0,841.0,Condo,1963.0,Active
1627 e emerald ave,Fresno,Fresno-County,Ca,93720,649850.0,38.0,53.0,5.0,3.0,2803.0,Residential,1996.0,Active
6057 n remington ave,Fresno,Fresno-County,Ca,93704,539900.0,47.0,40.0,4.0,2.0,2368.0,Residential,1963.0,Active
1221 n peach ave #163,Fresno,Fresno-County,Ca,93727,85000.0,49.0,56.0,1.0,1.0,699.0,Condo,1979.0,Active
1070 n joaquin st,Coalinga,Fresno-County,Ca,93210,315000.0,27.0,40.0,4.0,2.0,1675.0,Residential,1955.0,Active
4041 e saginaw way,Fresno,Fresno-County,Ca,93726,365000.0,68.0,72.0,3.0,2.0,1567.0,Residential,1958.0,Active
3123 burgan ave,Clovis,Fresno-County,Ca,93611,589900.0,39.0,46.0,5.0,3.0,2674.0,Residential,2004.0,Active
1028 e princeton ave,Fresno,Fresno-County,Ca,93704,309000.0,70.0,73.0,5.0,2.0,1462.0,Residential,2003.0,Active
62 w sierra ave #103,Fresno,Fresno-County,Ca,93704,245000.0,59.0,46.0,3.0,1.0,1028.0,Condo,1978.0,Active
506 w acacia ave,Fresno,Fresno-County,Ca,93705,399995.0,40.0,48.0,3.0,2.0,2135.0,Residential,1962.0,Active
1504 chennault ave,Clovis,Fresno-County,Ca,93611,535000.0,46.0,55.0,4.0,2.75,2263.0,Residential,1992.0,Active
2727 w bluff ave #130,Fresno,Fresno-County,Ca,93711,599900.0,0.0,49.0,3.0,3.0,3151.0,Residential,1989.0,Active
606 p st,Sanger,Fresno-County,Ca,93657,229000.0,79.0,67.0,3.0,1.0,924.0,Residential,1933.0,Active
3035 n thorne ave,Fresno,Fresno-County,Ca,93704,395000.0,71.0,81.0,3.0,1.0,1540.0,Residential,1938.0,Active
335 coolidge st,Coalinga,Fresno-County,Ca,93210,159900.0,58.0,46.0,2.0,1.0,798.0,Residential,1940.0,Active
8541 n sunnyside ave,Clovis,Fresno-County,Ca,93619,549000.0,9.0,37.0,3.0,2.0,1800.0,Residential,1965.0,Active
1001 san marino ave,Clovis,Fresno-County,Ca,93619,849000.0,3.0,30.0,4.0,3.0,3537.0,Residential,2019.0,Active
3138 w dakota ave #182,Fresno,Fresno-County,Ca,93722,89900.0,37.0,64.0,3.0,2.0,1680.0,Manufactured on land,2005.0,Active
614 p st,Sanger,Fresno-County,Ca,93657,179000.0,82.0,63.0,2.0,1.0,528.0,Residential,1940.0,Active
1534 w fir ave,Fresno,Fresno-County,Ca,93711,475000.0,31.0,44.0,3.0,3.0,2522.0,Residential,1985.0,Active
4231 n meadowlark ct,Clovis,Fresno-County,Ca,93619,925000.0,3.0,25.0,5.0,4.0,3753.0,Residential,2007.0,Active
1118 n augusta st,Fresno,Fresno-County,Ca,93701,190000.0,72.0,70.0,2.0,1.0,837.0,Residential,1927.0,Active
1476 n fisher st,Fresno,Fresno-County,Ca,93703,300000.0,78.0,66.0,3.0,1.5,1048.0,Residential,1949.0,Active
2130 s madera ave,Kerman,Fresno-County,Ca,93630,220000.0,1.0,25.0,3.0,1.0,2004.0,Residential,1940.0,Active
3925 n peregrine ct,Sanger,Fresno-County,Ca,93657,1375000.0,1.0,43.0,4.0,3.5,4125.0,Residential,2016.0,Active
2097 n polk ave,Fresno,Fresno-County,Ca,93722,699900.0,8.0,26.0,3.0,2.0,2080.0,Residential,1978.0,Active
1604 s sylmar ave,Fresno,Fresno-County,Ca,93727,429000.0,22.0,43.0,3.0,2.0,1782.0,Residential,1978.0,Active
37851 auberry rd,Auberry,Fresno-County,Ca,93602,650000.0,0.0,3.0,4.0,3.0,3225.0,Residential,1979.0,Active
13913 s highland ave,Selma,Fresno-County,Ca,93662,330000.0,1.0,26.0,2.0,1.0,1228.0,Residential,1920.0,Active
840 n joaquin st,Coalinga,Fresno-County,Ca,93210,349950.0,38.0,42.0,3.0,2.0,2216.0,Residential,1965.0,Active
1813 w hampton way,Fresno,Fresno-County,Ca,93705,265000.0,58.0,72.0,3.0,1.0,1079.0,Residential,1954.0,Active
5054 e oslin ave,Fresno,Fresno-County,Ca,93727,289900.0,37.0,60.0,3.0,1.5,1190.0,Residential,1962.0,Active
5140 e kings canyon rd #126,Fresno,Fresno-County,Ca,93727,166000.0,66.0,57.0,2.0,1.0,832.0,Condo,1988.0,Active
7168 n ingram ave,Pinedale,Fresno-County,Ca,93650,249900.0,62.0,60.0,2.0,1.0,840.0,Single family residence,1940.0,Active
1300 w olson ave #99,Reedley,Fresno-County,Ca,93654,60000.0,16.0,31.0,2.0,2.0,1488.0,Residential,1973.0,Active
20610 s castro ave,Laton,Fresno-County,Ca,93242,204900.0,29.0,35.0,2.0,1.0,576.0,Residential,1927.0,Active
37314 mistletoe rd,Squaw valley,Fresno-County,Ca,93675,275000.0,7.0,3.0,3.0,2.0,1680.0,Single family residence,1984.0,Active
5080 w hunter ave,Fresno,Fresno-County,Ca,93722,399000.0,16.0,28.0,4.0,2.75,1872.0,Residential,2007.0,Active
28922 cassandra rd,Tollhouse,Fresno-County,Ca,93667,439000.0,0.0,0.0,3.0,2.0,2028.0,Residential,1979.0,Active
610 p st,Sanger,Fresno-County,Ca,93657,239000.0,82.0,63.0,3.0,2.0,1039.0,Residential,1930.0,Active
4372 n cedar ave,Fresno,Fresno-County,Ca,93726,235000.0,64.0,64.0,3.0,3.0,1788.0,Residential,1959.0,Active
3434 mayfair dr s,Fresno,Fresno-County,Ca,93703,249950.0,73.0,57.0,4.0,2.0,1500.0,Multi family,1953.0,Active
6570 n backer ave,Fresno,Fresno-County,Ca,93710,450000.0,34.0,55.0,3.0,2.0,1901.0,Residential,1972.0,Active
2555 w bluff ave #156,Fresno,Fresno-County,Ca,93711,650000.0,3.0,48.0,3.0,2.0,2664.0,Residential,1982.0,Active
1045 e cortland ave,Fresno,Fresno-County,Ca,93704,380000.0,53.0,62.0,4.0,3.0,1864.0,Residential,2017.0,Active
3227 e montecito ave,Fresno,Fresno-County,Ca,93702,290000.0,65.0,53.0,3.0,1.5,1472.0,Residential,1928.0,Active
4649 e eugenia ave,Fresno,Fresno-County,Ca,93725,220000.0,45.0,68.0,3.0,1.0,936.0,Residential,1948.0,Active
3349 e ventura ave,Fresno,Fresno-County,Ca,93702,425000.0,71.0,52.0,1.0,2.0,2302.0,Residential,1938.0,Active
3304 w elizabeth ave,Fresno,Fresno-County,Ca,93722,200000.0,11.0,34.0,2.0,1.0,652.0,Residential,1930.0,Active
41009 w american ave,Mendota,Fresno-County,Ca,93640,349900.0,0.0,25.0,3.0,2.0,1080.0,Residential,2000.0,Active
5889 e ramona ave,Fresno,Fresno-County,Ca,93727,374900.0,25.0,45.0,5.0,2.0,1518.0,Single family residence,1973.0,Active
548 n armstrong ave,Clovis,Fresno-County,Ca,93611,635000.0,33.0,52.0,3.0,1.0,1600.0,Single family residence,1961.0,Active
10384 n camarillo dr,Fresno,Fresno-County,Ca,93730,499000.0,5.0,51.0,3.0,2.5,1795.0,Residential,1991.0,Active
2643 n thorne ave,Fresno,Fresno-County,Ca,93704,330000.0,61.0,74.0,3.0,2.0,1387.0,Residential,1945.0,Active
6932 e carmalee ln,Fresno,Fresno-County,Ca,93727,1295000.0,5.0,26.0,4.0,3.0,3898.0,Residential,2004.0,Active
8099 e nees ave,Clovis,Fresno-County,Ca,93619,875000.0,0.0,27.0,3.0,3.0,2935.0,Residential,1974.0,Active
9118 n fowler ave,Clovis,Fresno-County,Ca,93619,625000.0,22.0,48.0,3.0,2.75,1859.0,Residential,1972.0,Active
10547 n whitney ave,Fresno,Fresno-County,Ca,93730,650000.0,15.0,47.0,4.0,3.0,2337.0,Residential,2013.0,Active
6193 e brick dr,Fresno,Fresno-County,Ca,93727,385000.0,17.0,35.0,3.0,3.0,1512.0,Single family residence,2019.0,Active
1732 e calle verde way,Fresno,Fresno-County,Ca,93730,1050000.0,5.0,46.0,3.0,3.5,2654.0,Single family residence,2014.0,Active
6427 n channing way,Fresno,Fresno-County,Ca,93711,489900.0,30.0,40.0,4.0,2.0,1908.0,Residential,1971.0,Active
6708 n carnegie ave,Fresno,Fresno-County,Ca,93722,599000.0,27.0,46.0,5.0,3.0,2897.0,Residential,2006.0,Active
224 e michigan ave,Fresno,Fresno-County,Ca,93704,449900.0,66.0,79.0,3.0,2.0,2056.0,Residential,1950.0,Active
1413 j st,Sanger,Fresno-County,Ca,93657,335000.0,52.0,41.0,6.0,2.0,2162.0,Residential,1965.0,Active
3202 e montecito ave e,Fresno,Fresno-County,Ca,93702,349900.0,65.0,53.0,4.0,2.0,2031.0,Multi family,1925.0,Active
1250 hillcrest st,Selma,Fresno-County,Ca,93662,450000.0,13.0,29.0,3.0,2.5,1983.0,Residential,2002.0,Active
2559 s lily ave,Fresno,Fresno-County,Ca,93706,219900.0,29.0,43.0,2.0,1.0,888.0,Single family residential,1950.0,Pending
3078 ashcroft ave,Clovis,Fresno-County,Ca,93619,799000.0,12.0,51.0,5.0,3.75,3815.0,Residential,2005.0,Active
5508 e butler ave,Fresno,Fresno-County,Ca,93727,525000.0,25.0,34.0,3.0,2.0,2016.0,Residential,1961.0,Active
42539 canyon vista ln,Shaver lake,Fresno-County,Ca,93664,2150000.0,0.0,6.0,4.0,4.0,3982.0,Residential,2008.0,Active
1015 s 9th st,Fresno,Fresno-County,Ca,93702,289999.0,63.0,51.0,3.0,1.75,1416.0,Residential,1925.0,Active
308 w monroe st,Coalinga,Fresno-County,Ca,93210,350000.0,68.0,50.0,3.0,3.75,3358.0,Residential,1986.0,Active
4162 arden dr n,Fresno,Fresno-County,Ca,93703,321000.0,58.0,50.0,2.0,1.5,1467.0,Residential,1951.0,Active
8686 n meridian ave,Fresno,Fresno-County,Ca,93720,545000.0,38.0,71.0,3.0,2.0,2122.0,Residential,2007.0,Active
6557 n woodson ave,Fresno,Fresno-County,Ca,93711,900000.0,13.0,32.0,4.0,2.75,3883.0,Residential,1979.0,Active
2601 n valentine ave,Fresno,Fresno-County,Ca,93722,499900.0,36.0,44.0,4.0,2.0,1638.0,Residential,1966.0,Active
271 coolidge st unit 1&2,Coalinga,Fresno-County,Ca,93210,298000.0,58.0,46.0,3.0,2.0,1392.0,Residential,1999.0,Active
129 n armstrong ave,Fowler,Fresno-County,Ca,93625,425000.0,43.0,42.0,3.0,2.0,1802.0,Residential,1952.0,Active
315 n 9th st,Fresno,Fresno-County,Ca,93702,339900.0,60.0,59.0,4.0,2.0,1632.0,Multi family,1955.0,Active
4714 e michigan ave,Fresno,Fresno-County,Ca,93703,360000.0,45.0,67.0,4.0,2.0,1747.0,Residential,1953.0,Active
2225 e tyler ave,Fresno,Fresno-County,Ca,93701,500000.0,72.0,69.0,2.0,1.0,480.0,Residential,1920.0,Active
2229 e tyler ave,Fresno,Fresno-County,Ca,93701,500000.0,70.0,69.0,2.0,1.0,1016.0,Residential,1925.0,Active
1665 n fancher ave,Fresno,Fresno-County,Ca,93737,749000.0,1.0,25.0,4.0,3.0,2307.0,Residential,1952.0,Active
62731 sunny vista ln #23,Lakeshore,Fresno-County,Ca,93634,339500.0,5.0,15.0,2.0,2.0,1396.0,Condo,1978.0,Pending
3464 e terrace ave,Fresno,Fresno-County,Ca,93703,295500.0,50.0,51.0,4.0,2.0,1700.0,Multi family,1954.0,Active
51972 sesame ln,Squaw valley,Fresno-County,Ca,93675,235000.0,0.0,3.0,3.0,2.0,1400.0,Residential,1996.0,Active
4605 n feland ave,Fresno,Fresno-County,Ca,93722,309850.0,71.0,69.0,3.0,2.0,1316.0,Residential,1971.0,Active
4160 county road kk,Orland,Glenn-County,Ca,95963,699000.0,0.0,36.0,4.0,2.0,2293.0,Single family residence,1980.0,Active
4670 county road ff,Orland,Glenn-County,Ca,95963,420000.0,0.0,37.0,3.0,2.0,1639.0,Single family residence,1991.0,Active
6390 county road 5,Orland,Glenn-County,Ca,95963,1100000.0,0.0,36.0,4.0,2.0,2564.0,Single family residential,1932.0,Active
305 garden st,Willows,Glenn-County,Ca,95988,215000.0,34.0,39.0,3.0,1.0,1025.0,Single family residence,1941.0,Active
6275 huggins dr,Orland,Glenn-County,Ca,95963,325000.0,3.0,40.0,4.0,2.0,1632.0,Single family residence,1972.0,Active
243 e shasta,Orland,Glenn-County,Ca,95963,279000.0,46.0,52.0,2.0,2.0,1246.0,Single family residence,1987.0,Active
4170 co. road 203,Orland,Glenn-County,Ca,95963,589000.0,0.0,25.0,2.0,1.0,1414.0,Single family residence,1999.0,Active
335 french st,Willows,Glenn-County,Ca,95988,315000.0,48.0,47.0,3.0,2.0,1460.0,Single family residence,1965.0,Active
6201 county road 11,Orland,Glenn-County,Ca,95963,725000.0,0.0,41.0,4.0,4.5,4118.0,Single family residence,1990.0,Active
175 sierra ave,Hamilton city,Glenn-County,Ca,95951,449000.0,43.0,37.0,6.0,4.5,2876.0,Quadruplex,1946.0,Active
726 n lassen st,Willows,Glenn-County,Ca,95988,375000.0,42.0,45.0,3.0,3.0,1890.0,Single family residence,1957.0,Active
785 s villa ave,Willows,Glenn-County,Ca,95988,338000.0,21.0,32.0,3.0,2.0,1212.0,Single family residential,1983.0,Active
685 n shasta st,Willows,Glenn-County,Ca,95988,218000.0,45.0,43.0,2.0,1.0,974.0,Single family residence,1956.0,Active
234 s plumas st,Willows,Glenn-County,Ca,95988,259000.0,67.0,50.0,2.0,1.0,870.0,Single family residence,1930.0,Active
918 cortina dr,Orland,Glenn-County,Ca,95963,274000.0,39.0,49.0,3.0,2.0,1152.0,Single family residence,1978.0,Active
129 south st,Orland,Glenn-County,Ca,95963,569000.0,52.0,46.0,3.0,2.0,2014.0,Single family residence,1957.0,Active
2045 count road 99 w,Willows,Glenn-County,Ca,95988,549000.0,2.0,26.0,4.0,2.5,2691.0,Single family residence,2005.0,Active
7043 state highway 32 #14,Orland,Glenn-County,Ca,95963,35000.0,0.0,42.0,2.0,2.0,732.0,Mobile/manufactured home,1960.0,Active
519 3rd st,Orland,Glenn-County,Ca,95963,245000.0,82.0,58.0,2.0,1.0,928.0,Single family residence,1947.0,Active
3116 county rd 99,Artois,Glenn-County,Ca,95913,559000.0,1.0,25.0,3.0,4.0,2664.0,Single family residential,2009.0,Active
444 e wood st,Willows,Glenn-County,Ca,95988,285000.0,47.0,45.0,3.0,2.0,1268.0,Single family residence,1955.0,Active
4647 county road ff,Orland,Glenn-County,Ca,95963,649000.0,0.0,36.0,3.0,2.0,1312.0,Single family residence,1979.0,Active
826 2nd st,Orland,Glenn-County,Ca,95963,273000.0,82.0,58.0,2.0,1.0,996.0,Single family residence,1922.0,Active
6447 county road 48,Willows,Glenn-County,Ca,95988,499999.0,7.0,26.0,3.0,3.0,2416.0,Single family residence,1981.0,Active
15 e walker st,Orland,Glenn-County,Ca,95963,479000.0,78.0,61.0,4.0,2.0,1914.0,Single family residence,1954.0,Active
414 - 418 e walnut st,Willows,Glenn-County,Ca,95988,340000.0,48.0,45.0,5.0,3.5,1872.0,Multi-family (2-4 unit),1954.0,Active
4873 county road h,Orland,Glenn-County,Ca,95963,794900.0,0.0,36.0,3.0,2.0,1374.0,Single family residence,1989.0,Active
429 2nd st,Orland,Glenn-County,Ca,95963,475000.0,76.0,58.0,3.0,3.0,2071.0,Single family residence,1990.0,Active
332 byron way,Orland,Glenn-County,Ca,95963,404900.0,34.0,44.0,3.0,2.0,1534.0,Single family residence,1980.0,Active
4298 county road k 1/2,Orland,Glenn-County,Ca,95963,535000.0,22.0,40.0,4.0,2.0,1986.0,Single family residence,1955.0,Active
6081 county road 3,Orland,Glenn-County,Ca,95963,1699999.0,0.0,36.0,5.0,3.0,3436.0,Single family residence,1933.0,Active
901 benson,Orland,Glenn-County,Ca,95963,275000.0,60.0,54.0,2.0,1.0,1200.0,Single family residence,1979.0,Active
544 w oak st,Willows,Glenn-County,Ca,95988,245000.0,65.0,49.0,3.0,1.0,1196.0,Single family residence,1928.0,Active
6306 county road 15,Orland,Glenn-County,Ca,95963,282000.0,2.0,43.0,4.0,2.0,1600.0,Duplex,1930.0,Active
6177 county rd,Willows,Glenn-County,Ca,95988,750000.0,0.0,25.0,4.0,3.0,3800.0,Single family residence,1975.0,Active
7964 county road 33,Glenn,Glenn-County,Ca,95943,1379000.0,0.0,25.0,3.0,2.0,2328.0,Single family residence,2005.0,Active
241 s lassen st,Willows,Glenn-County,Ca,95988,399000.0,65.0,49.0,4.0,4.0,2101.0,Multi-family (2-4 unit),1906.0,Active
4368 county road rr,Orland,Glenn-County,Ca,95963,569000.0,0.0,41.0,2.0,1.0,934.0,Single family residence,1938.0,Active
14572 lema ln,Cobb,Lake-County,Ca,95426,615000.0,2.0,0.0,4.0,2.5,2600.0,Single family residence,2018.0,Active
12608 lakeshore dr,Clearlake,Lake-County,Ca,95422,454900.0,1.0,0.0,2.0,2.5,1236.0,Single family residential,1983.0,Active
15886 33rd ave,Clearlake,Lake-County,Ca,95422,229000.0,9.0,14.0,3.0,2.0,1110.0,Single family residential,1990.0,Active
15519 joseph trl,Lower lake,Lake-County,Ca,95457,359900.0,1.0,0.0,3.0,2.0,1058.0,Mobile/manufactured home,2017.0,Active
7999 little borax lake rd,Kelseyville,Lake-County,Ca,95451,469000.0,0.0,0.0,3.0,2.5,1759.0,Single family residence,1992.0,Active
17864 butts canyon rd,Middletown,Lake-County,Ca,95461,1044000.0,0.0,25.0,3.0,2.0,1620.0,Manufactured on land,1989.0,Active
6585 hohape ave,Kelseyville,Lake-County,Ca,95451,275000.0,9.0,28.0,2.0,1.0,800.0,Single family residence,1971.0,Active
3604 halika st,Clearlake,Lake-County,Ca,95422,120000.0,29.0,27.0,3.0,1.0,672.0,Single family residence,1947.0,Active
7795 richard dr,Lucerne,Lake-County,Ca,95458,559000.0,0.0,1.0,4.0,3.0,1876.0,Single family home,1981.0,Active
3279 skyline dr,Kelseyville,Lake-County,Ca,95451,420000.0,0.0,0.0,2.0,2.0,2014.0,Single family residential,1991.0,Active
9215 hoberg dr s,Cobb,Lake-County,Ca,95426,279900.0,0.0,0.0,2.0,2.0,1372.0,Single family residential,1980.0,Active
868 19th st,Lakeport,Lake-County,Ca,95453,625000.0,31.0,12.0,4.0,3.0,2762.0,Single family residence,1990.0,Active
15816 40th ave,Clearlake,Lake-County,Ca,95422,175000.0,26.0,25.0,3.0,2.0,1440.0,Manufactured on land,1971.0,Active
2710 smith ln,Clearlake,Lake-County,Ca,95422,400000.0,4.0,17.0,3.0,2.0,2041.0,Manufactured on land,2000.0,Active
13570 lakeshore dr,Clearlake,Lake-County,Ca,95422,319000.0,25.0,10.0,3.0,1.5,1516.0,Single family residential,1955.0,Active
1215 merritt rd,Lakeport,Lake-County,Ca,95453,375000.0,5.0,27.0,1.0,1.0,840.0,Single family residence,1954.0,Active
